,item,itemLabel,award,img url,gender,date of birth,place of birth,citizenship
29,http://www.wikidata.org/entity/Q56094,Francis Ford Coppola,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/0/05/Francis_Ford_Coppola_2011_CC.jpg,male,Fri Apr  7 00:00:00 1939,Detroit,United States of America
30,http://www.wikidata.org/entity/Q104266,Mel Brooks,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/9/94/MelBrooksApr10.jpg,male,Mon Jun 28 00:00:00 1926,Brooklyn,United States of America
31,http://www.wikidata.org/entity/Q126098,Michel Gondry,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/4/48/Michel_Gondry_Deauville_2012.jpg,male,Wed May  8 00:00:00 1963,Versailles,France
32,http://www.wikidata.org/entity/Q175535,Matt Damon,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/8/82/Damon_cropped.jpg,male,Thu Oct  8 00:00:00 1970,Cambridge,United States of America
33,http://www.wikidata.org/entity/Q180251,Paddy Chayefsky,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/e/ec/Paddy_Chayefsky_NYWTS_edited.jpg,male,Mon Jan 29 00:00:00 1923,The Bronx,United States of America
34,http://www.wikidata.org/entity/Q193628,Sofia Coppola,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/3/35/Sofia_Coppola_Cannes_2014.jpg,female,Fri May 14 00:00:00 1971,New York City,United States of America
35,http://www.wikidata.org/entity/Q230448,Jane Campion,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/7/7c/Jane_Campion_DNZM_%28cropped%29.jpg,female,Fri Apr 30 00:00:00 1954,Wellington,New Zealand
36,http://www.wikidata.org/entity/Q230448,Jane Campion,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/7/7c/Jane_Campion_DNZM_%28cropped%29.jpg,female,Fri Apr 30 00:00:00 1954,Wellington,New Zealand
37,http://www.wikidata.org/entity/Q230795,Diablo Cody,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/0/0d/Diablo_Cody_at_TIFF_2009_cropped_2.jpg,female,Wed Jun 14 00:00:00 1978,Lemont,United States of America
38,http://www.wikidata.org/entity/Q259913,Spike Jonze,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/d/d5/SpikeJonze1SecondFilm.jpg,male,Wed Oct 22 00:00:00 1969,Rockville,United States of America
39,http://www.wikidata.org/entity/Q264276,Callie Khouri,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/9/95/Callie_Khouri_Nashville_PaleyFest.jpg,female,Wed Nov 27 00:00:00 1957,San Antonio,United States of America
40,http://www.wikidata.org/entity/Q294773,Tom Stoppard,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/6/67/Tom_Stoppard_1.jpg,male,Sat Jul  3 00:00:00 1937,Zlín,Czechoslovakia
41,http://www.wikidata.org/entity/Q294773,Tom Stoppard,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/6/67/Tom_Stoppard_1.jpg,male,Sat Jul  3 00:00:00 1937,Zlín,Czechoslovakia
42,http://www.wikidata.org/entity/Q295093,Claude Lelouch,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/0/0d/Claude_Lelouch_Deauville_2019.jpg,male,Sat Oct 30 00:00:00 1937,Paris,France
43,http://www.wikidata.org/entity/Q312751,Charlie Kaufman,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/8/8b/Charlie_Kaufman_Fantastic_Fest_2015-0257_%2827441349145%29_%28cropped%29.jpg,male,Wed Nov 19 00:00:00 1958,New York City,United States of America
44,http://www.wikidata.org/entity/Q314935,Paul Haggis,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/9/9f/Paul_Haggis_by_David_Shankbone_cropped.jpg,male,Tue Mar 10 00:00:00 1953,London,Canada
45,http://www.wikidata.org/entity/Q318287,Cameron Crowe,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/9/93/Cameron_Crowe_2005.jpg,male,Sat Jul 13 00:00:00 1957,Palm Springs,United States of America
46,http://www.wikidata.org/entity/Q336018,Julian Fellowes,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/3/30/Julian_Fellowes_May_2014_%28cropped%29.jpg,male,Wed Aug 17 00:00:00 1949,Cairo,United Kingdom
47,http://www.wikidata.org/entity/Q337658,Christopher McQuarrie,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/c/c9/Christopher_McQuarrie_%282%29.jpg,male,Wed Jun 12 00:00:00 1968,Princeton Junction,United States of America
48,http://www.wikidata.org/entity/Q370765,Mark Boal,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/1/10/Mark_Boal_02_cropped.jpg,male,Tue Jan 23 00:00:00 1973,New York City,United States of America
49,http://www.wikidata.org/entity/Q385055,Charles Brackett,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/c/ca/Charles_Brackett.jpg,male,Sat Nov 26 00:00:00 1892,Saratoga Springs,United States of America
50,http://www.wikidata.org/entity/Q450720,Roger Avary,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/4/4b/Roger_Avary_2012.jpg,male,Mon Aug 23 00:00:00 1965,Flin Flon,United States of America
51,http://www.wikidata.org/entity/Q450720,Roger Avary,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/4/4b/Roger_Avary_2012.jpg,male,Mon Aug 23 00:00:00 1965,Flin Flon,United States of America
52,http://www.wikidata.org/entity/Q483118,Ben Affleck,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/7/70/Ben_Affleck_by_Gage_Skidmore_3.jpg,male,Tue Aug 15 00:00:00 1972,Berkeley,United States of America
53,http://www.wikidata.org/entity/Q506048,William Rose,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/f/f1/Bill_and_Tania_Rose_1944.JPG,male,Sat Dec 12 00:00:00 1914,Jefferson City,United States of America
54,http://www.wikidata.org/entity/Q506885,William Goldman,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/c/c4/William_Goldman.jpg,male,Wed Aug 12 00:00:00 1931,Highland Park,United States of America
55,http://www.wikidata.org/entity/Q514527,Tom McCarthy,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/6/66/Tom_McCarthy_%28cropped%29.jpg,male,Tue Jun  7 00:00:00 1966,Union County,United States of America
56,http://www.wikidata.org/entity/Q546204,Preston Sturges,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/f/f4/Sullivan%27s-Travels-1942.jpg,male,Mon Aug 29 00:00:00 1898,Chicago,United States of America
57,http://www.wikidata.org/entity/Q562874,Budd Schulberg,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/d/d2/Budd_Schulberg_by_David_Shankbone_%288101631819%29.jpg,male,Fri Mar 27 00:00:00 1914,Manhattan,United States of America
58,http://www.wikidata.org/entity/Q562874,Budd Schulberg,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/d/d2/Budd_Schulberg_by_David_Shankbone_%288101631819%29.jpg,male,Fri Mar 27 00:00:00 1914,Manhattan,United States of America
59,http://www.wikidata.org/entity/Q705156,Michael Arndt,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/a/a8/Michael_Arndt%2C_2007.jpg,male,Sun Nov 22 00:00:00 1970,McLean,United States of America
0,http://www.wikidata.org/entity/Q367073,Donald Crisp,supporting actor,https://upload.wikimedia.org/wikipedia/commons/1/1d/Donald_Crisp_in_Shining_Victory_trailer.jpg,male,Thu Jul 27 00:00:00 1882,London,United Kingdom
1,http://www.wikidata.org/entity/Q457279,Harold Russell,supporting actor,https://upload.wikimedia.org/wikipedia/commons/a/af/Harold_Russell_still.jpg,male,Wed Jan 14 00:00:00 1914,Sydney,Canada
2,http://www.wikidata.org/entity/Q471281,James Dunn,supporting actor,https://upload.wikimedia.org/wikipedia/commons/5/5d/James_Dunn.jpg,male,Sat Nov  2 00:00:00 1901,New York City,United States of America
3,http://www.wikidata.org/entity/Q471309,Dean Jagger,supporting actor,https://upload.wikimedia.org/wikipedia/commons/3/30/Dean_Jagger_in_Dangerous_Number_trailer.jpg,male,Sat Nov  7 00:00:00 1903,Columbus Grove,United States of America
4,http://www.wikidata.org/entity/Q484523,Jared Leto,supporting actor,https://upload.wikimedia.org/wikipedia/commons/0/00/Jared_Leto%2C_San_Diego_Comic_Con_2016_%282%29.jpg,male,Sun Dec 26 00:00:00 1971,Bossier City,United States of America
5,http://www.wikidata.org/entity/Q484523,Jared Leto,supporting actor,https://upload.wikimedia.org/wikipedia/commons/0/00/Jared_Leto%2C_San_Diego_Comic_Con_2016_%282%29.jpg,male,Sun Dec 26 00:00:00 1971,Bossier City,United States of America
6,http://www.wikidata.org/entity/Q4227,James Coburn,supporting actor,https://upload.wikimedia.org/wikipedia/commons/9/99/James_Coburn_in_Charade.jpg,male,Fri Aug 31 00:00:00 1928,Laurel,United States of America
7,http://www.wikidata.org/entity/Q4573,Sean Connery,supporting actor,https://upload.wikimedia.org/wikipedia/commons/c/c8/SeanConneryJune08.jpg,male,Mon Aug 25 00:00:00 1930,Edinburgh,United Kingdom
8,http://www.wikidata.org/entity/Q20178,Joe Pesci,supporting actor,https://upload.wikimedia.org/wikipedia/commons/3/37/JoePesci-2009.jpg,male,Tue Feb  9 00:00:00 1943,Newark,United States of America
9,http://www.wikidata.org/entity/Q23844,George Clooney,supporting actor,https://upload.wikimedia.org/wikipedia/commons/3/36/George_Clooney_2012.jpg,male,Sat May  6 00:00:00 1961,Lexington,United States of America
10,http://www.wikidata.org/entity/Q25144,Kevin Spacey,supporting actor,https://upload.wikimedia.org/wikipedia/commons/1/1c/Kevin_Spacey%2C_May_2013.jpg,male,Sun Jul 26 00:00:00 1959,South Orange,United States of America
11,http://www.wikidata.org/entity/Q35332,Brad Pitt,supporting actor,https://upload.wikimedia.org/wikipedia/commons/4/4c/Brad_Pitt_2019_by_Glenn_Francis.jpg,male,Wed Dec 18 00:00:00 1963,Shawnee,United States of America
12,http://www.wikidata.org/entity/Q36949,Robert De Niro,supporting actor,https://upload.wikimedia.org/wikipedia/commons/5/58/Robert_De_Niro_Cannes_2016.jpg,male,Tue Aug 17 00:00:00 1943,New York City,United States of America
13,http://www.wikidata.org/entity/Q39792,Jack Nicholson,supporting actor,https://upload.wikimedia.org/wikipedia/commons/1/19/Jack_Nicholson_2002_%28cropped%29.jpg,male,Thu Apr 22 00:00:00 1937,Neptune City,United States of America
14,http://www.wikidata.org/entity/Q40572,Heath Ledger,supporting actor,https://upload.wikimedia.org/wikipedia/commons/4/4f/Heath_Ledger.jpg,male,Wed Apr  4 00:00:00 1979,Perth,Australia
15,http://www.wikidata.org/entity/Q40912,Frank Sinatra,supporting actor,https://upload.wikimedia.org/wikipedia/commons/a/af/Frank_Sinatra_%2757.jpg,male,Sun Dec 12 00:00:00 1915,Hoboken,United States of America
16,http://www.wikidata.org/entity/Q42101,Denzel Washington,supporting actor,https://upload.wikimedia.org/wikipedia/commons/6/6d/Denzel_Washington_%2829479254650%29_%28cropped%29.jpg,male,Tue Dec 28 00:00:00 1954,Mount Vernon,United States of America
17,http://www.wikidata.org/entity/Q45772,Christian Bale,supporting actor,https://upload.wikimedia.org/wikipedia/commons/0/0a/Christian_Bale-7837.jpg,male,Wed Jan 30 00:00:00 1974,Haverfordwest,United Kingdom
18,http://www.wikidata.org/entity/Q48337,Morgan Freeman,supporting actor,https://upload.wikimedia.org/wikipedia/commons/e/e4/Morgan_Freeman_Deauville_2018.jpg,male,Tue Jun  1 00:00:00 1937,Memphis,United States of America
19,http://www.wikidata.org/entity/Q55796,Peter Ustinov,supporting actor,https://upload.wikimedia.org/wikipedia/commons/2/2b/Sir_Peter_Ustinov_Allan_Warren.jpg,male,Sat Apr 16 00:00:00 1921,London Borough of Camden,United Kingdom
20,http://www.wikidata.org/entity/Q76819,Christoph Waltz,supporting actor,https://upload.wikimedia.org/wikipedia/commons/1/11/ChristophWaltz82AAMar10.jpg,male,Thu Oct  4 00:00:00 1956,Vienna,Germany
21,http://www.wikidata.org/entity/Q83338,Robin Williams,supporting actor,https://upload.wikimedia.org/wikipedia/commons/0/05/Robin_Williams_2011a_%282%29.jpg,male,Sat Jul 21 00:00:00 1951,Chicago,United States of America
22,http://www.wikidata.org/entity/Q83484,Anthony Quinn,supporting actor,https://upload.wikimedia.org/wikipedia/commons/c/c1/Anthony_Quinn_signed.JPG,male,Wed Apr 21 00:00:00 1915,Chihuahua City,Mexico
23,http://www.wikidata.org/entity/Q93632,Joseph Schildkraut,supporting actor,https://upload.wikimedia.org/wikipedia/commons/b/b4/Joseph_Schildkraut_in_Marie_Antoinette_trailer.jpg,male,Sun Mar 22 00:00:00 1896,Vienna,United States of America
24,http://www.wikidata.org/entity/Q94123,Jack Lemmon,supporting actor,https://upload.wikimedia.org/wikipedia/commons/b/b0/Jack_Lemmon_1988_ArM.jpg,male,Sun Feb  8 00:00:00 1925,Newton,United States of America
25,http://www.wikidata.org/entity/Q94992,Karl Malden,supporting actor,https://upload.wikimedia.org/wikipedia/commons/3/3c/Karl_Malden_2.jpg,male,Fri Mar 22 00:00:00 1912,Chicago,United States of America
26,http://www.wikidata.org/entity/Q94992,Karl Malden,supporting actor,https://upload.wikimedia.org/wikipedia/commons/3/3c/Karl_Malden_2.jpg,male,Fri Mar 22 00:00:00 1912,Chicago,United States of America
27,http://www.wikidata.org/entity/Q95048,Tim Robbins,supporting actor,https://upload.wikimedia.org/wikipedia/commons/1/18/TimRobbinsTIFFSept2012.jpg,male,Thu Oct 16 00:00:00 1958,West Covina,United States of America
28,http://www.wikidata.org/entity/Q105817,Kevin Kline,supporting actor,https://upload.wikimedia.org/wikipedia/commons/b/b2/Kevin_Kline%2C_No_Strings_Attached_Premiere.jpg,male,Fri Oct 24 00:00:00 1947,St. Louis,United States of America
29,http://www.wikidata.org/entity/Q105817,Kevin Kline,supporting actor,https://upload.wikimedia.org/wikipedia/commons/b/b2/Kevin_Kline%2C_No_Strings_Attached_Premiere.jpg,male,Fri Oct 24 00:00:00 1947,St. Louis,United States of America
30,http://www.wikidata.org/entity/Q108283,Alan Arkin,supporting actor,https://upload.wikimedia.org/wikipedia/commons/0/02/Alan_Arkin_-_1975.jpg,male,Mon Mar 26 00:00:00 1934,New York City,United States of America
31,http://www.wikidata.org/entity/Q119935,Edmond O'Brien,supporting actor,https://upload.wikimedia.org/wikipedia/commons/3/3f/EdmondOBrien.jpg,male,Fri Sep 10 00:00:00 1915,New York City,United States of America
32,http://www.wikidata.org/entity/Q123351,Michael Caine,supporting actor,https://upload.wikimedia.org/wikipedia/commons/f/f4/Sir_Michael_Caine%2C_28th_EFA_Awards_2015%2C_Berlin_%28cropped%29.jpg,male,Tue Mar 14 00:00:00 1933,Rotherhithe,United Kingdom
33,http://www.wikidata.org/entity/Q134895,Javier Bardem,supporting actor,https://upload.wikimedia.org/wikipedia/commons/f/fe/Premios_Goya_2018_-_Javier_Bardem_%28cropped%29.jpg,male,Sat Mar  1 00:00:00 1969,Las Palmas de Gran Canaria,Spain
34,http://www.wikidata.org/entity/Q136209,Cuba Gooding Jr.,supporting actor,https://upload.wikimedia.org/wikipedia/commons/2/23/Cuba_Gooding_Jr._2012_%28crop%29.png,male,Tue Jan  2 00:00:00 1968,New York City,United States of America
35,http://www.wikidata.org/entity/Q150482,J. K. Simmons,supporting actor,https://upload.wikimedia.org/wikipedia/commons/0/0d/JK_Simmons_2009.jpg,male,Sun Jan  9 00:00:00 1955,Detroit,United States of America
36,http://www.wikidata.org/entity/Q150943,Gene Hackman,supporting actor,https://upload.wikimedia.org/wikipedia/commons/4/4d/GeneHackmanJun08.jpg,male,Thu Jan 30 00:00:00 1930,San Bernardino,United States of America
37,http://www.wikidata.org/entity/Q150943,Gene Hackman,supporting actor,https://upload.wikimedia.org/wikipedia/commons/4/4d/GeneHackmanJun08.jpg,male,Thu Jan 30 00:00:00 1930,San Bernardino,United States of America
38,http://www.wikidata.org/entity/Q162621,Walter Huston,supporting actor,https://upload.wikimedia.org/wikipedia/commons/5/5f/Walter_Huston_in_The_Treasure_of_the_Sierra_Madre_trailer.jpg,male,Fri Apr  6 00:00:00 1883,Toronto,Canada
39,http://www.wikidata.org/entity/Q170587,Tommy Lee Jones,supporting actor,https://upload.wikimedia.org/wikipedia/commons/b/b2/TommyLeeJones07TIFF_cropped.jpg,male,Sun Sep 15 00:00:00 1946,San Saba,United States of America
40,http://www.wikidata.org/entity/Q185051,Christopher Walken,supporting actor,https://upload.wikimedia.org/wikipedia/commons/c/cf/ChristopherWalkenFeb08.jpg,male,Wed Mar 31 00:00:00 1943,Astoria,United States of America
41,http://www.wikidata.org/entity/Q185079,Jim Broadbent,supporting actor,https://upload.wikimedia.org/wikipedia/commons/6/6b/JimBroadbent07TIFF_cropped.jpg,male,Tue May 24 00:00:00 1949,Lincoln,United Kingdom
42,http://www.wikidata.org/entity/Q190523,Christopher Plummer,supporting actor,https://upload.wikimedia.org/wikipedia/commons/c/c5/ChristopherPlummer07TIFF.jpg,male,Fri Dec 13 00:00:00 1929,Toronto,Canada
43,http://www.wikidata.org/entity/Q193653,Jack Palance,supporting actor,https://upload.wikimedia.org/wikipedia/commons/0/04/Jack_Palance_1974.jpg,male,Tue Feb 18 00:00:00 1919,Hazleton,United States of America
44,http://www.wikidata.org/entity/Q193668,Benicio del Toro,supporting actor,https://upload.wikimedia.org/wikipedia/commons/3/32/Benicio_Del_Toro_-_Guardians_of_the_Galaxy_premiere_-_July_2014_%28cropped%29.jpg,male,Sun Feb 19 00:00:00 1967,San Germán,Spain
45,http://www.wikidata.org/entity/Q202172,Walter Matthau,supporting actor,https://upload.wikimedia.org/wikipedia/commons/1/1a/Walter_Matthau_in_Charade_2.jpg,male,Fri Oct  1 00:00:00 1920,New York City,United States of America
46,http://www.wikidata.org/entity/Q204685,John Gielgud,supporting actor,https://upload.wikimedia.org/wikipedia/commons/5/57/John_Gielgud_Allan_Warren_cropped.jpg,male,Thu Apr 14 00:00:00 1904,South Kensington,United Kingdom
47,http://www.wikidata.org/entity/Q219521,Walter Brennan,supporting actor,https://upload.wikimedia.org/wikipedia/commons/d/df/Walter_Brennan_in_Meet_John_Doe_trailer.jpg,male,Wed Jul 25 00:00:00 1894,Lynn,United States of America
48,http://www.wikidata.org/entity/Q273208,Chris Cooper,supporting actor,https://upload.wikimedia.org/wikipedia/commons/5/53/Chris_Cooper_at_the_2009_Tribeca_Film_Festival.jpg,male,Mon Jul  9 00:00:00 1951,Kansas City,United States of America
49,http://www.wikidata.org/entity/Q290666,Barry Fitzgerald,supporting actor,https://upload.wikimedia.org/wikipedia/commons/0/00/Barry_Fitzgerald_1945.jpg,male,Sat Mar 10 00:00:00 1888,Dublin,Ireland
50,http://www.wikidata.org/entity/Q294641,Martin Landau,supporting actor,https://upload.wikimedia.org/wikipedia/commons/e/ed/Martin_Landau_2010.jpg,male,Wed Jun 20 00:00:00 1928,Brooklyn,United States of America
51,http://www.wikidata.org/entity/Q296491,George Sanders,supporting actor,https://upload.wikimedia.org/wikipedia/commons/6/64/George_Sanders_Allan_Warren.jpg,male,Tue Jul  3 00:00:00 1906,Saint Petersburg,United Kingdom
52,http://www.wikidata.org/entity/Q296630,Jason Robards,supporting actor,https://upload.wikimedia.org/wikipedia/commons/9/91/JasonRobards-1_%282%29.jpg,male,Wed Jul 26 00:00:00 1922,Chicago,United States of America
53,http://www.wikidata.org/entity/Q298818,George Kennedy,supporting actor,https://upload.wikimedia.org/wikipedia/commons/0/06/George_Kennedy_1975.JPG,male,Wed Feb 18 00:00:00 1925,New York City,United States of America
54,http://www.wikidata.org/entity/Q310324,Timothy Hutton,supporting actor,https://upload.wikimedia.org/wikipedia/commons/6/68/Timothy_Hutton_%28Sundance_2006%29.jpg,male,Tue Aug 16 00:00:00 1960,Malibu,United States of America
55,http://www.wikidata.org/entity/Q310413,Don Ameche,supporting actor,https://upload.wikimedia.org/wikipedia/commons/0/05/Don_Ameche_in_The_Feminine_Touch_trailer.jpg,male,Sun May 31 00:00:00 1908,Kenosha,United States of America
56,http://www.wikidata.org/entity/Q310934,Hugh Griffith,supporting actor,https://upload.wikimedia.org/wikipedia/commons/6/6a/Hugh_Griffith_in_Ben_Hur_%282%29.jpg,male,Thu May 30 00:00:00 1912,Anglesey,United Kingdom
57,http://www.wikidata.org/entity/Q312084,Melvyn Douglas,supporting actor,https://upload.wikimedia.org/wikipedia/commons/5/5a/Douglas-portrait.jpg,male,Fri Apr  5 00:00:00 1901,Macon,United States of America
58,http://www.wikidata.org/entity/Q312107,Martin Balsam,supporting actor,https://upload.wikimedia.org/wikipedia/commons/d/d9/Martin_Balsam_in_Ada_trailer_cropped.jpg,male,Tue Nov  4 00:00:00 1919,The Bronx,United States of America
59,http://www.wikidata.org/entity/Q313198,Red Buttons,supporting actor,https://upload.wikimedia.org/wikipedia/commons/3/3b/RedButtonsAL1978.jpg,male,Wed Feb  5 00:00:00 1919,Manhattan,United States of America
60,http://www.wikidata.org/entity/Q315723,Burl Ives,supporting actor,https://upload.wikimedia.org/wikipedia/commons/1/1d/Burl_Ives_by_Van_Vechten.jpg,male,Mon Jun 14 00:00:00 1909,Hunt City,United States of America
61,http://www.wikidata.org/entity/Q315728,John Mills,supporting actor,https://upload.wikimedia.org/wikipedia/commons/7/7f/John_Mills_by_Gabi_Rona.jpg,male,Sat Feb 22 00:00:00 1908,Felixstowe,United Kingdom
62,http://www.wikidata.org/entity/Q315734,John Houseman,supporting actor,https://upload.wikimedia.org/wikipedia/commons/4/41/John-Houseman-1973.jpg,male,Mon Sep 22 00:00:00 1902,Bucharest,United Kingdom
63,http://www.wikidata.org/entity/Q316446,Sam Rockwell,supporting actor,https://upload.wikimedia.org/wikipedia/commons/4/4a/Sam_Rockwell_%288279227257%29.jpg,male,Tue Nov  5 00:00:00 1968,Daly City,United States of America
64,http://www.wikidata.org/entity/Q316641,Joel Grey,supporting actor,https://upload.wikimedia.org/wikipedia/commons/e/ef/Joel_Grey_2014.jpg,male,Mon Apr 11 00:00:00 1932,Cleveland,United States of America
65,http://www.wikidata.org/entity/Q317026,Thomas Mitchell,supporting actor,https://upload.wikimedia.org/wikipedia/commons/c/c9/Thomas_Mitchell_in_High_Barbaree_trailer.jpg,male,Mon Jul 11 00:00:00 1892,Elizabeth,United States of America
66,http://www.wikidata.org/entity/Q318312,Ed Begley,supporting actor,https://upload.wikimedia.org/wikipedia/commons/6/67/Ed_Begley_1958.jpg,male,Mon Mar 25 00:00:00 1901,Hartford,United States of America
67,http://www.wikidata.org/entity/Q324572,Mark Rylance,supporting actor,https://upload.wikimedia.org/wikipedia/commons/9/9a/Mark_Rylance_%28cropped%29.jpg,male,Mon Jan 18 00:00:00 1960,Ashford,United Kingdom
68,http://www.wikidata.org/entity/Q329719,Louis Gossett Jr.,supporting actor,https://upload.wikimedia.org/wikipedia/commons/6/6f/Louis_Gossett_Jr_LF.JPG,male,Wed May 27 00:00:00 1936,Brooklyn,United States of America
69,http://www.wikidata.org/entity/Q336841,George Chakiris,supporting actor,https://upload.wikimedia.org/wikipedia/commons/3/39/George_Chakiris_Medical_Center_1970.JPG,male,Sun Sep 16 00:00:00 1934,Norwood,United States of America
70,http://www.wikidata.org/entity/Q344735,Jack Albertson,supporting actor,https://upload.wikimedia.org/wikipedia/commons/5/5e/Jack_Albertson_in_1976%27s_The_Sad_and_Lonely_Sundays.jpg,male,Sun Jun 16 00:00:00 1907,Malden,United States of America
71,http://www.wikidata.org/entity/Q344750,Edmund Gwenn,supporting actor,https://upload.wikimedia.org/wikipedia/commons/6/6a/Edmund_Gwenn_in_Pride_and_Prejudice.JPG,male,Wed Sep 26 00:00:00 1877,London,United Kingdom
72,http://www.wikidata.org/entity/Q344758,Gig Young,supporting actor,https://upload.wikimedia.org/wikipedia/commons/7/7d/Gig_Young_in_Old_Acquaintance_trailer.jpg,male,Tue Nov  4 00:00:00 1913,St. Cloud,United States of America
73,http://www.wikidata.org/entity/Q344793,George Burns,supporting actor,https://upload.wikimedia.org/wikipedia/commons/1/14/George_Burns_Allan_Warren.tif,male,Mon Jan 20 00:00:00 1896,New York City,United States of America
74,http://www.wikidata.org/entity/Q349166,Ben Johnson,supporting actor,https://upload.wikimedia.org/wikipedia/commons/e/ed/Ben_Johnson_The_Wild_Bunch_publicity_photo.JPG,male,Thu Jun 13 00:00:00 1918,Foraker,United States of America
75,http://www.wikidata.org/entity/Q350678,Van Heflin,supporting actor,https://upload.wikimedia.org/wikipedia/commons/0/02/Van_Heflin_-_1941.jpg,male,Sun Dec 13 00:00:00 1908,Walters,United States of America
76,http://www.wikidata.org/entity/Q350678,Van Heflin,supporting actor,https://upload.wikimedia.org/wikipedia/commons/0/02/Van_Heflin_-_1941.jpg,male,Sun Dec 13 00:00:00 1908,Walters,United States of America
77,http://www.wikidata.org/entity/Q350690,Charles Coburn,supporting actor,https://upload.wikimedia.org/wikipedia/commons/2/21/Charles_Coburn_in_Rhapsody_in_Blue_trailer.jpg,male,Tue Jun 19 00:00:00 1877,Savannah,United States of America
78,http://www.wikidata.org/entity/Q360531,Mahershala Ali,supporting actor,https://upload.wikimedia.org/wikipedia/commons/3/37/Mahershala_Ali_%2829953410761%29.jpg,male,Sat Feb 16 00:00:00 1974,Oakland,United States of America
0,http://www.wikidata.org/entity/Q349391,Helen Mirren,best actress,https://upload.wikimedia.org/wikipedia/commons/8/8b/Helen_Mirren-2316.jpg,female,Thu Jul 26 00:00:00 1945,Chiswick,United Kingdom
1,http://www.wikidata.org/entity/Q544465,Kathy Bates,best actress,https://upload.wikimedia.org/wikipedia/commons/0/0f/SDCC_2015_-_Kathy_Bates_%2819711594786%29.jpg,female,Mon Jun 28 00:00:00 1948,Memphis,United States of America
2,http://www.wikidata.org/entity/Q1033016,Halle Berry,best actress,https://upload.wikimedia.org/wikipedia/commons/5/56/Halle_Berry_by_Gage_Skidmore_2.jpg,female,Sun Aug 14 00:00:00 1966,Cleveland,United States of America
3,http://www.wikidata.org/entity/Q1111542,Joanne Woodward,best actress,https://upload.wikimedia.org/wikipedia/commons/4/46/Joanne_Woodward_1960.JPG,female,Thu Feb 27 00:00:00 1930,Thomasville,United States of America
4,http://www.wikidata.org/entity/Q7088045,Olivia Colman,best actress,https://upload.wikimedia.org/wikipedia/commons/8/84/Olivia_Colman_at_Moet_BIFA_2014_%28cropped%29.jpg,female,Wed Jan 30 00:00:00 1974,Norwich,United Kingdom
5,http://www.wikidata.org/entity/Q59698493,Dzifa Gomashie,best actress,https://upload.wikimedia.org/wikipedia/commons/0/04/Dzifa_Gomashie.jpg,female,,Accra,Ghana
6,http://www.wikidata.org/entity/Q873,Meryl Streep,best actress,https://upload.wikimedia.org/wikipedia/commons/4/46/Meryl_Streep_December_2018.jpg,female,Wed Jun 22 00:00:00 1949,Summit,United States of America
7,http://www.wikidata.org/entity/Q3925,Grace Kelly,best actress,https://upload.wikimedia.org/wikipedia/commons/c/cb/Grace_Kelly30419.jpg,female,Tue Nov 12 00:00:00 1929,Philadelphia,United States of America
8,http://www.wikidata.org/entity/Q4636,Barbra Streisand,best actress,https://upload.wikimedia.org/wikipedia/commons/4/44/Barbra_Streisand_with_Francis_Collins_and_Anthony_Fauci_%2827806589237%29_%28cropped%29.jpg,female,Fri Apr 24 00:00:00 1942,Brooklyn,United States of America
9,http://www.wikidata.org/entity/Q8927,Marion Cotillard,best actress,https://upload.wikimedia.org/wikipedia/commons/a/a9/Marion_Cotillard_Cabourg_2017.jpg,female,Tue Sep 30 00:00:00 1975,Paris,France
10,http://www.wikidata.org/entity/Q12003,Cher,best actress,https://upload.wikimedia.org/wikipedia/commons/b/bb/Cher_in_2019_cropped.jpg,female,Mon May 20 00:00:00 1946,El Centro,United States of America
